
student_08,16:32:11,0.9246
student_06,16:32:15,0.8874
student_09,16:32:18,0.9188
student_02,16:32:22,0.9067
student_01,16:32:27,0.7927
student_10,16:32:31,0.9264
student_05,16:32:35,0.8965
student_07,16:32:40,0.9159
student_03,16:32:43,0.9454
student_04,16:32:47,0.7012
