person,image,width,height,blur,brightness,status
person_0092,frame_154_face.jpg,39,54,182.86,159.16,Accepted
person_0092,frame_164_face.jpg,39,56,166.5,159.89,Accepted
person_0092,frame_174_face.jpg,40,56,149.96,159.47,Accepted
person_0092,frame_184_face.jpg,37,55,219.27,158.98,Accepted
person_0092,frame_194_face.jpg,40,54,136.71,158.51,Accepted
person_0092,frame_204_face.jpg,40,55,174.44,156.14,Accepted
person_0092,frame_214_face.jpg,41,56,142.91,156.57,Accepted
person_0092,frame_224_face.jpg,40,56,177.36,160.71,Accepted
person_0092,frame_234_face.jpg,40,56,147.31,158.92,Accepted
person_0092,frame_244_face.jpg,39,55,179.77,159.18,Accepted
person_0092,frame_254_face.jpg,41,55,135.16,154.25,Accepted
person_0092,frame_264_face.jpg,39,53,133.82,155.26,Accepted
person_0092,frame_274_face.jpg,40,52,129.55,151.8,Accepted
person_0092,frame_284_face.jpg,39,54,157.85,154.39,Accepted
person_0092,frame_294_face.jpg,38,57,215.84,152.83,Accepted
person_0092,frame_304_face.jpg,38,57,220.14,148.88,Accepted
person_0092,frame_314_face.jpg,39,56,188.27,151.63,Accepted
person_0092,frame_324_face.jpg,39,55,184.52,152.51,Accepted
person_0092,frame_334_face.jpg,38,56,155.61,152.95,Accepted
person_0092,frame_344_face.jpg,39,55,171.33,155.14,Accepted
person_0092,frame_354_face.jpg,39,55,168.92,156.56,Accepted
person_0092,frame_364_face.jpg,38,55,175.56,154.96,Accepted
person_0092,frame_374_face.jpg,38,55,187.25,152.9,Accepted
person_0092,frame_384_face.jpg,30,52,85.84,161.76,Accepted
person_0092,frame_394_face.jpg,26,49,189.67,163.35,Accepted
person_0093,frame_102_face.jpg,64,90,366.54,128.81,Accepted
person_0093,frame_112_face.jpg,64,87,416.72,131.2,Accepted
person_0093,frame_122_face.jpg,65,87,325.39,135.89,Accepted
person_0093,frame_12_face.jpg,65,88,423.8,123.43,Accepted
person_0093,frame_22_face.jpg,66,87,513.65,120.87,Accepted
person_0093,frame_2_face.jpg,66,88,464.63,125.1,Accepted
person_0093,frame_32_face.jpg,65,91,361.88,124.15,Accepted
person_0093,frame_42_face.jpg,65,85,398.46,126.18,Accepted
person_0093,frame_52_face.jpg,65,84,391.54,127.81,Accepted
person_0093,frame_62_face.jpg,64,87,399.42,129.63,Accepted
person_0093,frame_72_face.jpg,65,86,417.96,130.04,Accepted
person_0093,frame_82_face.jpg,66,85,399.89,127.65,Accepted
person_0093,frame_92_face.jpg,63,85,414.76,131.88,Accepted
person_0094,frame_122_face.jpg,61,80,857.06,109.58,Accepted
person_0094,frame_132_face.jpg,26,23,306.73,103.81,Accepted
person_0094,frame_142_face.jpg,27,23,255.45,103.07,Accepted
person_0094,frame_152_face.jpg,26,22,198.82,104.06,Accepted
person_0094,frame_15_face.jpg,57,75,445.78,97.27,Accepted
person_0094,frame_162_face.jpg,28,22,332.92,104.44,Accepted
person_0094,frame_172_face.jpg,26,23,360.93,106.12,Accepted
person_0094,frame_182_face.jpg,27,23,300.76,104.3,Accepted
person_0094,frame_192_face.jpg,26,23,390.64,103.13,Accepted
person_0094,frame_202_face.jpg,29,25,342.77,104.9,Accepted
person_0094,frame_212_face.jpg,27,23,245.24,107.48,Accepted
person_0094,frame_222_face.jpg,26,23,326.99,108.1,Accepted
person_0094,frame_232_face.jpg,26,24,317.35,108.19,Accepted
person_0094,frame_242_face.jpg,25,23,269.38,110.75,Accepted
person_0094,frame_252_face.jpg,26,22,362.24,108.35,Accepted
person_0094,frame_25_face.jpg,58,80,926.33,101.1,Accepted
person_0094,frame_262_face.jpg,27,22,334.67,104.27,Accepted
person_0094,frame_272_face.jpg,27,22,282.5,104.52,Accepted
person_0094,frame_302_face.jpg,30,29,316.54,96.63,Accepted
person_0094,frame_312_face.jpg,30,29,307.57,98.09,Accepted
person_0094,frame_322_face.jpg,29,28,281.74,97.51,Accepted
person_0094,frame_332_face.jpg,28,23,285.54,104.73,Accepted
person_0094,frame_35_face.jpg,63,80,967.5,98.98,Accepted
person_0094,frame_3_face.jpg,59,78,830.9,101.64,Accepted
person_0094,frame_45_face.jpg,61,78,701.24,102.14,Accepted
person_0094,frame_55_face.jpg,61,78,855.14,102.78,Accepted
person_0094,frame_65_face.jpg,62,80,906.93,101.0,Accepted
person_0094,frame_75_face.jpg,62,76,788.88,107.0,Accepted
person_0094,frame_85_face.jpg,59,79,783.44,103.67,Accepted
person_0094,frame_95_face.jpg,63,80,867.05,105.16,Accepted
person_0096,frame_135_face.jpg,28,46,266.61,164.82,Accepted
person_0096,frame_145_face.jpg,30,47,203.18,157.23,Accepted
person_0096,frame_155_face.jpg,27,40,236.8,162.92,Accepted
person_0096,frame_165_face.jpg,30,45,202.03,159.31,Accepted
person_0096,frame_175_face.jpg,28,43,227.91,163.29,Accepted
person_0096,frame_185_face.jpg,28,43,220.29,162.18,Accepted
person_0096,frame_195_face.jpg,29,42,201.43,159.43,Accepted
person_0096,frame_205_face.jpg,29,46,196.24,162.46,Accepted
person_0096,frame_215_face.jpg,30,47,204.38,156.73,Accepted
person_0096,frame_225_face.jpg,30,48,235.67,155.78,Accepted
person_0096,frame_235_face.jpg,29,48,165.23,156.86,Accepted
person_0096,frame_245_face.jpg,31,48,210.22,157.27,Accepted
person_0096,frame_275_face.jpg,31,42,201.13,153.81,Accepted
person_0096,frame_295_face.jpg,29,44,167.26,158.84,Accepted
person_0096,frame_305_face.jpg,29,44,207.62,160.92,Accepted
person_0096,frame_315_face.jpg,27,41,236.14,160.2,Accepted
person_0096,frame_325_face.jpg,30,45,207.51,154.67,Accepted
person_0096,frame_335_face.jpg,28,45,232.41,157.27,Accepted
person_0096,frame_345_face.jpg,29,40,235.61,158.33,Accepted
person_0096,frame_355_face.jpg,28,44,234.63,159.28,Accepted
person_0097,frame_125_face.jpg,25,39,624.41,108.82,Accepted
person_0097,frame_142_face.jpg,27,44,492.99,108.68,Accepted
person_0098,frame_811_face.jpg,31,54,260.59,78.34,Accepted
person_0098,frame_821_face.jpg,28,50,272.99,87.75,Accepted
person_0098,frame_831_face.jpg,30,54,299.66,77.64,Accepted
person_0098,frame_841_face.jpg,31,53,259.39,76.05,Accepted
person_0098,frame_851_face.jpg,32,52,288.96,75.75,Accepted
person_0098,frame_861_face.jpg,31,52,282.91,77.92,Accepted
person_0098,frame_871_face.jpg,31,54,270.61,79.77,Accepted
person_0098,frame_881_face.jpg,32,54,281.04,79.19,Accepted
person_0098,frame_891_face.jpg,33,59,359.68,88.59,Accepted
person_0098,frame_901_face.jpg,36,65,214.99,105.57,Accepted
person_0099,frame_811_face.jpg,25,48,88.35,145.78,Accepted
person_0099,frame_821_face.jpg,31,51,193.85,140.39,Accepted
person_0099,frame_831_face.jpg,27,50,60.9,147.32,Accepted
person_0099,frame_841_face.jpg,29,51,43.86,151.87,Accepted
person_0099,frame_851_face.jpg,39,56,107.91,147.47,Accepted
person_0099,frame_861_face.jpg,40,56,193.63,146.85,Accepted
person_0099,frame_871_face.jpg,40,55,186.51,148.46,Accepted
person_0099,frame_881_face.jpg,41,55,96.71,150.71,Accepted
person_0099,frame_891_face.jpg,38,56,136.9,146.75,Accepted
person_0099,frame_901_face.jpg,38,51,105.49,132.38,Accepted
person_0101,frame_831_face.jpg,22,48,273.52,149.69,Accepted
person_0101,frame_851_face.jpg,30,51,206.73,157.4,Accepted
person_0101,frame_861_face.jpg,33,52,174.06,160.65,Accepted
person_0101,frame_871_face.jpg,34,49,255.57,164.03,Accepted
person_0101,frame_881_face.jpg,39,57,202.8,156.93,Accepted
person_0101,frame_891_face.jpg,40,57,258.59,161.62,Accepted
person_0101,frame_901_face.jpg,41,58,28.64,164.84,Accepted
person_0104,frame_1141_face.jpg,41,44,66.52,93.81,Accepted
person_0104,frame_1151_face.jpg,41,45,174.37,127.25,Accepted
person_0104,frame_1161_face.jpg,39,44,243.63,138.84,Accepted
person_0104,frame_1171_face.jpg,39,45,208.27,139.79,Accepted
person_0104,frame_1181_face.jpg,40,44,188.0,138.86,Accepted
person_0104,frame_1191_face.jpg,40,46,166.45,135.04,Accepted
person_0104,frame_1205_face.jpg,21,27,1105.27,126.2,Accepted
person_0104,frame_1215_face.jpg,21,27,988.66,125.79,Accepted
person_0104,frame_1225_face.jpg,22,28,1034.24,122.83,Accepted
person_0104,frame_1235_face.jpg,21,26,717.47,128.3,Accepted
person_0104,frame_1245_face.jpg,21,26,851.71,127.5,Accepted
person_0104,frame_1255_face.jpg,21,26,762.24,130.22,Accepted
person_0104,frame_1265_face.jpg,21,27,519.86,115.93,Accepted
person_0104,frame_1275_face.jpg,20,27,204.21,47.6,Accepted
person_0106,frame_1146_face.jpg,31,37,828.89,112.4,Accepted
person_0106,frame_1156_face.jpg,33,37,929.87,139.57,Accepted
person_0106,frame_1166_face.jpg,33,37,986.02,141.01,Accepted
person_0106,frame_1176_face.jpg,33,36,868.23,140.86,Accepted
person_0106,frame_1186_face.jpg,33,37,1044.16,138.5,Accepted
person_0106,frame_1196_face.jpg,33,36,832.47,139.52,Accepted
person_0107,frame_1146_face.jpg,31,50,652.46,83.18,Accepted
person_0107,frame_1156_face.jpg,29,47,1410.54,116.02,Accepted
person_0107,frame_1166_face.jpg,29,47,1342.43,117.91,Accepted
person_0107,frame_1176_face.jpg,29,49,1269.84,115.92,Accepted
person_0107,frame_1186_face.jpg,29,47,1275.64,116.66,Accepted
person_0107,frame_1196_face.jpg,28,47,1141.12,116.81,Accepted
person_0108,frame_1203_face.jpg,23,36,310.26,84.19,Accepted
person_0108,frame_1223_face.jpg,25,39,834.65,77.91,Accepted
person_0108,frame_1233_face.jpg,26,41,661.39,76.6,Accepted
person_0108,frame_1243_face.jpg,26,42,656.59,77.27,Accepted
person_0108,frame_1253_face.jpg,24,40,830.26,80.16,Accepted
person_0108,frame_1263_face.jpg,24,39,763.13,81.45,Accepted
person_0108,frame_1273_face.jpg,26,40,305.68,30.09,Accepted
person_0108,frame_1283_face.jpg,23,40,55.27,10.37,Accepted
person_0111,frame_1206_face.jpg,28,46,1252.93,72.35,Accepted
person_0111,frame_1216_face.jpg,27,41,1064.66,70.86,Accepted
person_0111,frame_1226_face.jpg,27,45,1218.59,70.93,Accepted
person_0111,frame_1236_face.jpg,29,45,1209.74,76.12,Accepted
person_0111,frame_1246_face.jpg,28,45,1041.49,74.57,Accepted
person_0111,frame_1256_face.jpg,29,47,1136.55,75.7,Accepted
