video,frame,track_id,confidence,x1,y1,x2,y2
video1.mp4,9,1,0.8981481194496155,786,95,897,415
video1.mp4,9,2,0.7836704254150391,216,121,364,314
video1.mp4,9,3,0.7201521992683411,440,168,625,449
video1.mp4,9,6,0.6925478577613831,18,175,133,404
video1.mp4,9,5,0.6895031332969666,238,252,393,500
video1.mp4,10,1,0.8970648646354675,786,95,897,415
video1.mp4,10,2,0.7879846692085266,216,121,364,314
video1.mp4,10,3,0.7372511029243469,440,168,628,449
video1.mp4,10,6,0.7043518424034119,19,173,134,404
video1.mp4,10,5,0.6412873268127441,238,252,394,499
video1.mp4,11,1,0.8971080780029297,786,96,897,415
video1.mp4,11,2,0.765902578830719,217,121,364,314
video1.mp4,11,5,0.7484964728355408,238,252,394,501
video1.mp4,11,3,0.7319328784942627,440,169,626,451
video1.mp4,11,6,0.7071390748023987,19,173,134,405
video1.mp4,12,1,0.8999950289726257,786,96,897,414
video1.mp4,12,2,0.743585467338562,217,121,364,314
video1.mp4,12,5,0.7174538373947144,238,252,392,500
video1.mp4,12,3,0.7067444324493408,440,169,626,450
video1.mp4,12,6,0.7054489850997925,20,173,133,401
video1.mp4,13,1,0.9018247723579407,786,98,897,415
video1.mp4,13,2,0.7721706628799438,217,121,365,314
video1.mp4,13,3,0.7116325497627258,440,169,626,450
video1.mp4,13,5,0.711216390132904,239,252,391,500
video1.mp4,13,6,0.6876444816589355,20,173,134,403
video1.mp4,14,1,0.9023250937461853,786,98,897,415
video1.mp4,14,2,0.7327461242675781,217,121,365,314
video1.mp4,14,5,0.7074615955352783,238,252,391,499
video1.mp4,14,3,0.7064453363418579,440,169,625,447
video1.mp4,14,6,0.6277963519096375,20,173,134,416
video1.mp4,15,1,0.9045737385749817,787,98,897,415
video1.mp4,15,3,0.7288856506347656,440,168,625,446
video1.mp4,15,2,0.7101291418075562,218,121,366,315
video1.mp4,15,5,0.6353254318237305,238,252,391,498
video1.mp4,15,6,0.6038830876350403,20,172,134,411
video1.mp4,16,1,0.9020083546638489,787,98,897,414
video1.mp4,16,2,0.7181943655014038,218,121,366,315
video1.mp4,16,3,0.7026529908180237,440,168,626,447
video1.mp4,16,6,0.633178174495697,20,172,134,411
video1.mp4,16,5,0.6141932606697083,237,252,391,497
video1.mp4,17,1,0.904312014579773,787,100,897,415
video1.mp4,17,2,0.73679518699646,217,121,366,313
video1.mp4,17,3,0.72431880235672,440,168,625,448
video1.mp4,17,6,0.6382916569709778,20,172,134,414
video1.mp4,17,5,0.6193297505378723,238,252,391,496
video1.mp4,18,1,0.9032368659973145,787,101,897,415
video1.mp4,18,3,0.7655868530273438,441,168,624,448
video1.mp4,18,2,0.7287220358848572,217,121,366,313
video1.mp4,18,6,0.6383872032165527,20,172,134,414
video1.mp4,18,5,0.6214976906776428,238,252,391,498
video1.mp4,19,1,0.9050194621086121,787,101,897,415
video1.mp4,19,3,0.7554922103881836,441,168,621,450
video1.mp4,19,2,0.7335516214370728,217,121,366,313
video1.mp4,19,6,0.6429970264434814,21,172,134,419
video1.mp4,19,5,0.6111443042755127,238,251,391,497
video1.mp4,20,1,0.9035291075706482,787,103,897,414
video1.mp4,20,3,0.7420096397399902,441,168,617,451
video1.mp4,20,2,0.7272245287895203,217,121,366,313
video1.mp4,20,6,0.6659254431724548,21,172,134,417
video1.mp4,20,5,0.6096438765525818,237,251,391,497
video1.mp4,21,1,0.9022629857063293,787,102,897,415
video1.mp4,21,3,0.739155650138855,441,168,621,452
video1.mp4,21,2,0.7322951555252075,217,121,365,313
video1.mp4,21,6,0.6408187747001648,21,172,135,416
video1.mp4,21,5,0.5820749402046204,237,251,391,497
video1.mp4,22,1,0.9018920660018921,787,102,897,416
video1.mp4,22,3,0.720794141292572,441,168,612,452
video1.mp4,22,2,0.719065248966217,218,121,366,314
video1.mp4,22,6,0.6434924006462097,21,172,135,416
video1.mp4,22,5,0.5784721374511719,237,251,392,497
video1.mp4,23,1,0.9025529026985168,787,101,897,417
video1.mp4,23,2,0.720751166343689,217,121,365,313
video1.mp4,23,3,0.7153052687644958,441,168,619,451
video1.mp4,23,6,0.642451286315918,21,172,135,414
video1.mp4,23,5,0.5742337703704834,237,251,392,497
video1.mp4,24,1,0.9029644131660461,787,101,897,417
video1.mp4,24,3,0.7007084488868713,441,168,600,451
video1.mp4,24,2,0.6889829039573669,217,121,365,313
video1.mp4,24,6,0.6384513974189758,20,172,136,414
video1.mp4,24,5,0.534419059753418,238,251,392,496
video1.mp4,25,1,0.9014454483985901,787,101,897,417
video1.mp4,25,3,0.7195976972579956,441,168,596,456
video1.mp4,25,2,0.6895783543586731,217,122,365,315
video1.mp4,25,6,0.6388033032417297,20,172,136,406
video1.mp4,25,5,0.5650233030319214,238,251,392,495
video1.mp4,26,1,0.8963841199874878,787,102,897,417
video1.mp4,26,2,0.6972106695175171,218,122,366,315
video1.mp4,26,3,0.6692297458648682,442,169,597,456
video1.mp4,26,6,0.6649426221847534,20,172,137,408
video1.mp4,26,5,0.5775153040885925,238,251,392,495
video1.mp4,27,1,0.9062164425849915,787,101,897,417
video1.mp4,27,2,0.6969208121299744,218,121,366,315
video1.mp4,27,3,0.678681492805481,442,169,597,463
video1.mp4,27,6,0.6765342354774475,21,172,137,405
video1.mp4,27,5,0.5638178586959839,238,251,392,496
video1.mp4,28,1,0.9105657339096069,788,102,897,417
video1.mp4,28,3,0.7019600868225098,442,169,597,460
video1.mp4,28,6,0.6826768517494202,24,172,138,410
video1.mp4,28,2,0.6721433997154236,217,121,365,316
video1.mp4,28,5,0.5626476407051086,239,251,392,496
video1.mp4,29,1,0.9115342497825623,788,102,897,417
video1.mp4,29,3,0.7126381993293762,442,169,595,459
video1.mp4,29,6,0.6788530349731445,23,172,138,409
video1.mp4,29,2,0.6679025888442993,219,121,366,315
video1.mp4,29,5,0.579893946647644,239,251,392,496
video1.mp4,30,1,0.9125190377235413,788,102,897,418
video1.mp4,30,3,0.7216286063194275,442,169,597,461
video1.mp4,30,2,0.697620153427124,218,121,365,315
video1.mp4,30,6,0.673338770866394,24,172,138,410
video1.mp4,30,5,0.6340105533599854,239,251,392,496
video1.mp4,31,1,0.9127285480499268,788,102,897,418
video1.mp4,31,3,0.7046713829040527,442,169,598,463
video1.mp4,31,5,0.6984214186668396,239,251,392,496
video1.mp4,31,6,0.6780385375022888,23,172,139,416
video1.mp4,31,2,0.6603281497955322,217,121,365,316
video1.mp4,32,1,0.9131205081939697,788,101,897,418
video1.mp4,32,5,0.7194054126739502,239,250,392,496
video1.mp4,32,3,0.7072793841362,442,169,600,458
video1.mp4,32,2,0.6895653605461121,219,121,367,316
video1.mp4,32,6,0.6732210516929626,23,172,139,420
video1.mp4,33,1,0.9153608083724976,789,101,897,417
video1.mp4,33,2,0.7150278091430664,219,121,367,316
video1.mp4,33,5,0.7146924734115601,239,250,392,497
video1.mp4,33,3,0.6919048428535461,442,168,599,459
video1.mp4,33,6,0.6799643039703369,23,172,139,420
video1.mp4,34,1,0.9115216732025146,789,101,897,417
video1.mp4,34,5,0.7085229158401489,239,250,393,497
video1.mp4,34,2,0.7070441246032715,219,122,367,316
video1.mp4,34,6,0.6860778331756592,24,172,139,420
video1.mp4,34,3,0.685935914516449,442,169,598,452
video1.mp4,35,1,0.9077625274658203,789,101,897,415
video1.mp4,35,5,0.728975772857666,239,249,393,497
video1.mp4,35,3,0.6869636178016663,443,170,597,450
video1.mp4,35,2,0.6827439665794373,217,123,367,315
video1.mp4,35,6,0.6638354063034058,25,172,140,421
video1.mp4,36,1,0.8953482508659363,789,102,897,414
video1.mp4,36,5,0.719781219959259,239,249,393,497
video1.mp4,36,3,0.6717531085014343,443,170,598,447
video1.mp4,36,2,0.6712478399276733,217,123,366,315
video1.mp4,36,6,0.6641758680343628,26,172,140,422
video1.mp4,37,1,0.8808479905128479,789,102,897,414
video1.mp4,37,5,0.7245835661888123,239,249,393,497
video1.mp4,37,2,0.6638995409011841,217,123,367,315
video1.mp4,37,6,0.6637192368507385,25,172,140,422
video1.mp4,37,3,0.6374168395996094,443,170,596,449
video1.mp4,38,1,0.8437576293945312,790,102,897,413
video1.mp4,38,5,0.725221574306488,240,249,393,496
video1.mp4,38,3,0.6407102346420288,443,170,600,448
video1.mp4,38,6,0.6392861604690552,26,172,140,422
video1.mp4,38,2,0.6371481418609619,217,123,366,315
video1.mp4,39,1,0.7810761332511902,789,103,897,412
video1.mp4,39,5,0.7189851403236389,240,249,394,497
video1.mp4,39,6,0.6568436622619629,27,172,140,421
video1.mp4,39,2,0.6560866832733154,219,123,367,316
video1.mp4,39,3,0.6525705456733704,443,170,601,446
video1.mp4,40,1,0.801921010017395,791,104,897,410
video1.mp4,40,5,0.6821624040603638,240,249,394,496
video1.mp4,40,3,0.6685395240783691,443,170,603,446
video1.mp4,40,2,0.637706458568573,217,123,366,315
video1.mp4,40,6,0.6246297359466553,26,172,140,422
video1.mp4,41,1,0.7970622181892395,790,104,897,410
video1.mp4,41,5,0.6928460001945496,240,249,394,497
video1.mp4,41,3,0.6438614130020142,443,170,604,446
video1.mp4,41,2,0.6369838118553162,218,124,366,315
video1.mp4,41,6,0.6178644895553589,25,172,140,421
video1.mp4,42,1,0.7834988236427307,791,105,897,410
video1.mp4,42,5,0.6930168271064758,239,249,395,497
video1.mp4,42,2,0.640620231628418,218,124,366,315
video1.mp4,42,3,0.6295047402381897,442,170,604,447
video1.mp4,42,6,0.618808925151825,25,172,140,421
video1.mp4,43,1,0.7670629620552063,791,105,897,409
video1.mp4,43,5,0.6834424138069153,239,249,395,498
video1.mp4,43,2,0.6432371735572815,218,125,366,316
video1.mp4,43,6,0.6320655345916748,26,172,140,418
video1.mp4,43,3,0.6202446222305298,444,171,606,446
video1.mp4,44,1,0.8444544672966003,792,105,897,409
video1.mp4,44,5,0.6850280165672302,240,249,395,498
video1.mp4,44,2,0.6660454869270325,218,125,366,316
video1.mp4,44,3,0.6340364813804626,444,170,610,443
video1.mp4,44,6,0.5993886590003967,26,172,140,418
video1.mp4,45,1,0.8355475068092346,790,106,897,409
video1.mp4,45,5,0.6845166087150574,240,249,395,498
video1.mp4,45,2,0.6629374027252197,219,125,366,316
video1.mp4,45,3,0.635496199131012,444,171,604,447
video1.mp4,45,6,0.597776472568512,26,172,140,419
video1.mp4,46,1,0.760951817035675,790,106,897,411
video1.mp4,46,5,0.6819861531257629,239,249,395,498
video1.mp4,46,2,0.6595124006271362,219,126,366,316
video1.mp4,46,3,0.6411426663398743,445,171,608,446
video1.mp4,46,6,0.6018266081809998,26,172,140,422
video1.mp4,47,1,0.7870414853096008,790,107,897,412
video1.mp4,47,5,0.6952435374259949,239,249,396,499
video1.mp4,47,3,0.6594698429107666,444,170,606,444
video1.mp4,47,2,0.6566157937049866,219,126,367,316
video1.mp4,47,6,0.6003339290618896,27,172,140,424
video1.mp4,48,1,0.7945534586906433,788,104,897,412
video1.mp4,48,5,0.6999672651290894,240,249,395,499
video1.mp4,48,3,0.6570550203323364,444,170,607,444
video1.mp4,48,2,0.6514183282852173,219,126,367,317
video1.mp4,48,6,0.5749180912971497,27,172,141,425
video1.mp4,49,1,0.8359848260879517,786,103,897,414
video1.mp4,49,5,0.7166141271591187,240,249,396,499
video1.mp4,49,3,0.6658191084861755,444,170,605,444
video1.mp4,49,2,0.6471980214118958,220,126,367,317
video1.mp4,49,6,0.5682148933410645,27,172,141,424
video1.mp4,50,1,0.835118293762207,784,102,897,413
video1.mp4,50,5,0.702264130115509,240,249,396,499
video1.mp4,50,2,0.6443792581558228,220,125,367,317
video1.mp4,50,3,0.6113210916519165,445,171,607,448
video1.mp4,50,6,0.5502904057502747,27,172,141,423
video1.mp4,51,1,0.87932950258255,782,101,897,416
video1.mp4,51,5,0.717539370059967,240,249,396,500
video1.mp4,51,2,0.6592170000076294,220,126,367,317
video1.mp4,51,3,0.6272647380828857,445,171,600,450
video1.mp4,51,6,0.5490221977233887,27,172,141,423
video1.mp4,52,1,0.8665910959243774,778,100,897,416
video1.mp4,52,5,0.7629367113113403,240,249,396,500
video1.mp4,52,2,0.654556155204773,220,125,367,316
video1.mp4,52,3,0.606372594833374,444,171,610,448
video1.mp4,52,6,0.548900842666626,27,172,141,421
video1.mp4,53,1,0.8824899792671204,778,99,897,416
video1.mp4,53,5,0.7602930068969727,240,249,396,500
video1.mp4,53,2,0.6263333559036255,220,125,367,315
video1.mp4,53,3,0.5966350436210632,444,171,611,449
video1.mp4,53,6,0.5636250972747803,27,172,141,418
video1.mp4,54,1,0.8862846493721008,777,99,897,416
video1.mp4,54,5,0.7491724491119385,240,249,396,500
video1.mp4,54,2,0.6157311201095581,220,123,366,315
video1.mp4,54,3,0.6125286817550659,445,171,616,450
video1.mp4,54,6,0.5568017959594727,27,172,140,418
video1.mp4,55,1,0.8848764300346375,777,98,897,417
video1.mp4,55,5,0.7405312657356262,240,249,397,500
video1.mp4,55,2,0.6252295970916748,220,123,367,315
video1.mp4,55,3,0.5967686772346497,445,171,628,449
video1.mp4,55,6,0.5826783180236816,27,172,140,419
video1.mp4,56,1,0.8898822665214539,776,93,897,418
video1.mp4,56,5,0.6998361349105835,240,249,397,499
video1.mp4,56,2,0.6418885588645935,220,123,367,315
video1.mp4,56,3,0.5888776183128357,445,171,628,446
video1.mp4,56,6,0.5788716673851013,27,173,140,419
video1.mp4,57,1,0.8825494647026062,776,90,897,420
video1.mp4,57,5,0.7000260353088379,240,249,397,499
video1.mp4,57,2,0.6312214732170105,221,122,367,314
video1.mp4,57,6,0.5829253196716309,27,172,140,417
video1.mp4,57,3,0.5814105272293091,445,171,630,446
video1.mp4,58,1,0.8435975313186646,775,79,897,421
video1.mp4,58,5,0.6836292147636414,241,249,397,499
video1.mp4,58,2,0.6314355134963989,221,123,368,315
video1.mp4,58,3,0.5845790505409241,445,171,631,446
video1.mp4,58,6,0.5716506242752075,27,173,140,420
video1.mp4,59,1,0.8398600816726685,775,73,897,422
video1.mp4,59,5,0.6784788370132446,241,248,397,499
video1.mp4,59,2,0.6362230777740479,221,124,368,315
video1.mp4,59,6,0.5916024446487427,27,173,140,419
video1.mp4,59,3,0.5775492191314697,445,171,633,445
video1.mp4,60,1,0.840172290802002,775,47,897,434
video1.mp4,60,2,0.6586294770240784,222,123,368,315
video1.mp4,60,5,0.6480364799499512,241,248,397,499
video1.mp4,60,6,0.6000766754150391,27,173,140,415
video1.mp4,60,3,0.5901110768318176,445,172,633,445
video1.mp4,61,1,0.8758073449134827,774,29,897,424
video1.mp4,61,2,0.665377140045166,222,123,368,316
video1.mp4,61,5,0.6353757381439209,241,248,398,499
video1.mp4,61,6,0.6243690848350525,27,173,140,413
video1.mp4,61,3,0.5824487805366516,445,172,633,445
video1.mp4,62,1,0.890148401260376,775,30,897,426
video1.mp4,62,2,0.6468678712844849,222,123,368,315
video1.mp4,62,6,0.6322121620178223,27,173,140,416
video1.mp4,62,5,0.6211038827896118,241,248,397,499
video1.mp4,62,3,0.5840916037559509,445,172,632,446
video1.mp4,63,1,0.901315450668335,775,26,897,422
video1.mp4,63,2,0.6496478915214539,223,124,369,315
video1.mp4,63,6,0.6339571475982666,27,173,140,414
video1.mp4,63,5,0.6326809525489807,241,248,398,499
video1.mp4,63,3,0.590069591999054,445,172,632,446
video1.mp4,64,1,0.905505359172821,775,21,897,428
video1.mp4,64,2,0.6591060161590576,223,124,369,316
video1.mp4,64,6,0.6355440020561218,27,173,140,416
video1.mp4,64,5,0.621712327003479,242,248,398,499
video1.mp4,64,3,0.5900527238845825,445,172,634,446
video1.mp4,65,1,0.9104726910591125,775,23,897,429
video1.mp4,65,2,0.664821982383728,223,124,370,315
video1.mp4,65,6,0.6302260756492615,27,173,140,414
video1.mp4,65,5,0.6237192153930664,242,248,398,499
video1.mp4,65,3,0.6105607748031616,445,172,634,445
video1.mp4,65,8,0.6086410880088806,445,171,590,356
video1.mp4,66,1,0.9050511717796326,776,12,897,429
video1.mp4,66,2,0.6486797332763672,223,124,369,315
video1.mp4,66,3,0.6290290355682373,445,173,634,446
video1.mp4,66,5,0.6279170513153076,242,248,398,499
video1.mp4,66,6,0.6250381469726562,27,174,140,415
video1.mp4,66,8,0.6101590991020203,445,171,590,357
video1.mp4,67,1,0.9122524261474609,776,3,897,432
video1.mp4,67,2,0.6516662240028381,223,124,369,315
video1.mp4,67,3,0.6377067565917969,445,173,633,446
video1.mp4,67,5,0.6366355419158936,242,248,398,499
video1.mp4,67,6,0.6252028942108154,26,174,140,417
video1.mp4,67,8,0.5931493639945984,445,171,590,356
video1.mp4,68,1,0.9169405698776245,775,1,897,432
video1.mp4,68,5,0.6654844284057617,242,248,399,500
video1.mp4,68,8,0.6402778625488281,445,171,590,357
video1.mp4,68,6,0.6388359069824219,26,174,140,416
video1.mp4,68,2,0.6280127763748169,223,124,369,316
video1.mp4,68,3,0.6081154346466064,445,173,634,446
video1.mp4,69,1,0.9181167483329773,775,1,897,432
video1.mp4,69,6,0.6779165267944336,26,174,140,413
video1.mp4,69,8,0.6681767702102661,445,171,590,357
video1.mp4,69,5,0.6508890986442566,242,248,399,500
video1.mp4,69,2,0.6331381797790527,222,124,370,316
video1.mp4,69,3,0.5909327268600464,445,172,635,446
video1.mp4,70,1,0.9206263422966003,775,0,897,433
video1.mp4,70,8,0.6799507141113281,445,171,590,358
video1.mp4,70,5,0.6475334167480469,242,248,399,500
video1.mp4,70,6,0.643281877040863,26,174,140,414
video1.mp4,70,2,0.6120104193687439,222,124,370,317
video1.mp4,70,3,0.5617067813873291,445,172,634,446
video1.mp4,71,1,0.914384663105011,775,0,897,433
video1.mp4,71,8,0.6648473143577576,445,171,590,358
video1.mp4,71,5,0.6560969352722168,242,248,399,500
video1.mp4,71,6,0.6371620893478394,26,174,140,414
video1.mp4,71,2,0.6116588115692139,222,124,370,317
video1.mp4,71,3,0.5938194990158081,445,172,634,446
video1.mp4,72,1,0.9125367403030396,775,0,897,432
video1.mp4,72,8,0.6667664647102356,445,171,590,358
video1.mp4,72,6,0.6519222855567932,26,174,140,411
video1.mp4,72,5,0.6482158303260803,242,248,399,499
video1.mp4,72,2,0.6380753517150879,222,124,370,316
video1.mp4,72,3,0.5808427929878235,445,172,634,446
video1.mp4,73,1,0.9080094695091248,774,0,897,432
video1.mp4,73,8,0.6827585697174072,445,171,590,357
video1.mp4,73,6,0.6634002923965454,27,174,140,411
video1.mp4,73,5,0.6423308849334717,242,248,399,499
video1.mp4,73,2,0.6263211965560913,222,124,370,316
video1.mp4,73,3,0.5655784606933594,445,172,633,446
video1.mp4,74,1,0.912662148475647,774,0,897,431
video1.mp4,74,6,0.6850638389587402,27,174,140,411
video1.mp4,74,8,0.6649417281150818,445,171,590,357
video1.mp4,74,5,0.6256599426269531,242,248,399,499
video1.mp4,74,2,0.6243807077407837,222,124,370,316
video1.mp4,74,3,0.5571960210800171,445,172,631,446
video1.mp4,75,1,0.9112254977226257,775,0,897,431
video1.mp4,75,8,0.6928728818893433,444,171,590,358
video1.mp4,75,6,0.6847206950187683,26,174,140,410
video1.mp4,75,2,0.6349639892578125,222,124,370,316
video1.mp4,75,5,0.6288659572601318,242,248,399,499
video1.mp4,75,3,0.5409389734268188,445,172,632,446
video1.mp4,76,1,0.9133287072181702,774,0,897,430
video1.mp4,76,8,0.6924374103546143,444,171,590,358
video1.mp4,76,6,0.678461492061615,26,174,140,411
video1.mp4,76,2,0.6384310722351074,221,124,370,317
video1.mp4,76,5,0.5953047871589661,242,248,399,499
video1.mp4,76,3,0.5182909965515137,445,172,632,446
video1.mp4,77,1,0.904685914516449,774,0,897,428
video1.mp4,77,8,0.6820538640022278,444,171,590,358
video1.mp4,77,6,0.6751775145530701,26,174,140,410
video1.mp4,77,2,0.6352050304412842,221,124,370,317
video1.mp4,77,5,0.6125446557998657,242,248,398,499
video1.mp4,78,1,0.8983675241470337,774,0,897,424
video1.mp4,78,6,0.6872531771659851,26,174,140,409
video1.mp4,78,8,0.6871475577354431,444,172,589,358
video1.mp4,78,2,0.6434000134468079,221,124,370,317
video1.mp4,78,5,0.6004552841186523,242,248,398,498
video1.mp4,79,1,0.8970717787742615,774,0,897,424
video1.mp4,79,6,0.6976432204246521,26,174,140,412
video1.mp4,79,8,0.6883081197738647,444,172,589,358
video1.mp4,79,2,0.6634906530380249,221,125,370,317
video1.mp4,79,5,0.6286511421203613,242,248,398,499
video1.mp4,80,1,0.9033703207969666,774,0,897,424
video1.mp4,80,6,0.6892517805099487,25,174,140,414
video1.mp4,80,2,0.6706962585449219,220,125,370,317
video1.mp4,80,8,0.6378867030143738,444,172,589,358
video1.mp4,80,5,0.6236557960510254,242,248,398,499
video1.mp4,80,3,0.5444622039794922,445,173,611,446
video1.mp4,81,1,0.8921395540237427,774,0,897,422
video1.mp4,81,6,0.6959132552146912,25,174,140,415
video1.mp4,81,2,0.6522958874702454,220,125,369,317
video1.mp4,81,5,0.6313954591751099,241,248,398,499
video1.mp4,81,8,0.6262696981430054,444,172,589,358
video1.mp4,81,3,0.5707902908325195,444,173,613,446
video1.mp4,82,1,0.8763942122459412,774,1,897,421
video1.mp4,82,6,0.7038343548774719,24,174,140,417
video1.mp4,82,2,0.6575669646263123,219,125,370,317
video1.mp4,82,5,0.6450976729393005,241,249,398,498
video1.mp4,82,8,0.605598509311676,444,172,589,358
video1.mp4,82,3,0.5840221643447876,444,173,610,446
video1.mp4,83,1,0.9014996886253357,774,1,897,421
video1.mp4,83,6,0.6998128890991211,25,174,140,417
video1.mp4,83,2,0.6622761487960815,220,125,370,317
video1.mp4,83,5,0.651371955871582,241,249,397,499
video1.mp4,83,8,0.598982572555542,444,172,589,357
video1.mp4,83,3,0.5484787821769714,445,172,605,449
video1.mp4,84,1,0.9172104001045227,772,0,897,421
video1.mp4,84,6,0.6954324841499329,24,174,139,418
video1.mp4,84,5,0.6720820069313049,241,249,396,499
video1.mp4,84,2,0.6652633547782898,219,125,370,317
video1.mp4,84,8,0.5607705116271973,444,172,589,358
video1.mp4,84,3,0.5598524212837219,445,172,605,449
video1.mp4,85,1,0.9173711538314819,772,0,897,421
video1.mp4,85,6,0.6831704378128052,25,174,139,415
video1.mp4,85,5,0.649212121963501,240,249,396,498
video1.mp4,85,2,0.6447439789772034,219,125,370,317
video1.mp4,85,3,0.5919284820556641,444,173,619,446
video1.mp4,85,8,0.5846943259239197,444,172,589,358
video1.mp4,86,1,0.9178686141967773,772,0,897,420
video1.mp4,86,6,0.6825549006462097,25,175,139,414
video1.mp4,86,5,0.6556839346885681,240,249,397,498
video1.mp4,86,8,0.5914236307144165,444,172,589,358
video1.mp4,86,2,0.5905448198318481,219,125,369,317
video1.mp4,86,3,0.578589677810669,445,172,613,449
video1.mp4,87,1,0.919090211391449,771,0,897,419
video1.mp4,87,6,0.6770415902137756,24,175,139,412
video1.mp4,87,5,0.6408377289772034,240,249,397,498
video1.mp4,87,8,0.6027398109436035,444,172,589,358
video1.mp4,87,3,0.586822509765625,445,173,616,449
video1.mp4,87,2,0.5835421681404114,219,125,368,317
video1.mp4,88,1,0.9230579733848572,771,0,897,419
video1.mp4,88,6,0.6592245697975159,24,175,139,417
video1.mp4,88,5,0.6239047646522522,240,249,396,498
video1.mp4,88,3,0.6132676005363464,445,172,618,449
video1.mp4,88,2,0.5797243118286133,219,124,368,317
video1.mp4,89,1,0.9086861610412598,771,0,897,419
video1.mp4,89,5,0.6465044021606445,239,249,396,497
video1.mp4,89,6,0.6464113593101501,24,175,139,418
video1.mp4,89,3,0.6121545433998108,445,172,619,449
video1.mp4,89,2,0.5691962242126465,219,124,367,317
video1.mp4,89,8,0.5469701290130615,444,172,589,358
video1.mp4,90,1,0.9143260717391968,771,0,897,419
video1.mp4,90,5,0.6491830348968506,239,249,395,498
video1.mp4,90,3,0.6444088816642761,444,173,627,446
video1.mp4,90,6,0.6416071653366089,24,175,139,418
video1.mp4,90,2,0.5691392421722412,219,124,367,317
video1.mp4,90,8,0.5438074469566345,444,172,589,357
video1.mp4,91,1,0.9156811237335205,770,0,897,419
video1.mp4,91,5,0.6552969217300415,239,249,395,498
video1.mp4,91,3,0.6509695053100586,444,173,629,446
video1.mp4,91,6,0.6390908360481262,23,175,139,417
video1.mp4,91,2,0.5768120884895325,219,124,366,317
video1.mp4,91,8,0.5427588224411011,444,172,589,357
video1.mp4,92,1,0.9178270697593689,770,0,897,419
video1.mp4,92,3,0.6874093413352966,444,173,628,446
video1.mp4,92,5,0.6617087721824646,239,249,395,498
video1.mp4,92,6,0.6053426861763,23,175,138,419
video1.mp4,92,2,0.5862719416618347,219,124,366,317
video1.mp4,93,1,0.9209221601486206,767,0,897,419
video1.mp4,93,3,0.691892683506012,444,173,625,447
video1.mp4,93,5,0.6804459095001221,239,249,396,499
video1.mp4,93,6,0.6079980731010437,23,175,138,419
video1.mp4,93,2,0.5853996276855469,218,125,366,317
video1.mp4,94,1,0.9208700656890869,761,0,897,419
video1.mp4,94,3,0.7455101609230042,443,173,624,448
video1.mp4,94,5,0.7151922583580017,239,249,395,500
video1.mp4,94,6,0.5926836729049683,22,175,138,418
video1.mp4,94,2,0.5713093876838684,218,125,366,317
video1.mp4,95,1,0.9291795492172241,755,0,897,420
video1.mp4,95,3,0.7336936593055725,443,173,625,448
video1.mp4,95,5,0.715095043182373,239,249,395,501
video1.mp4,95,6,0.6062839031219482,22,175,138,420
video1.mp4,95,2,0.5671034455299377,218,125,365,317
video1.mp4,96,1,0.9326618909835815,749,0,897,420
video1.mp4,96,3,0.7320438623428345,443,173,626,448
video1.mp4,96,5,0.6748868227005005,239,249,395,501
video1.mp4,96,2,0.6164325475692749,218,125,366,318
video1.mp4,96,6,0.5991531014442444,22,175,138,419
video1.mp4,97,1,0.9333212971687317,743,0,897,420
video1.mp4,97,3,0.7500447630882263,443,173,626,449
